name;kind;verdict;trace_length;hibou_time_tries;hibou_tries_quickest;hibou_time_median
t11730s18_noise;NOIS;WeakFail;72;[0.0013023, 0.0012755, 0.0013524, 0.0013171, 0.0012416];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0013023
t11730s19_noise;NOIS;WeakFail;73;[0.0003403, 0.0003453, 0.0002703, 0.0003364, 0.0003832];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003403
t11730s1_noise;NOIS;WeakFail;67;[0.0002418, 0.0002465, 0.0002352, 0.0003047, 0.0002429];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002429
t11730s20_noise;NOIS;WeakFail;61;[0.0024341, 0.0023535, 0.0029021, 0.0024847, 0.002329];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0024341
t11730s21_noise;NOIS;WeakPass;49;[0.0225678, 0.0026305, 0.0025426, 0.0202524, 0.0068364];['SAME', 'NO_LOC', 'NO_LOC', 'SAME', 'SAME'];0.0068364
t11730s22_noise;NOIS;WeakFail;57;[0.0012609, 0.0013174, 0.0015316, 0.0013174, 0.0012879];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0013174
t11730s23_noise;NOIS;WeakFail;58;[0.0002849, 0.0003498, 0.0003346, 0.0002872, 0.0004803];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003346
t11730s24_noise;NOIS;WeakFail;54;[0.0002831, 0.0003475, 0.000281, 0.0002263, 0.0004809];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002831
t11730s25_noise;NOIS;WeakFail;66;[0.0002269, 0.0002229, 0.0002442, 0.0003032, 0.0002604];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002442
t11730s26_noise;NOIS;WeakFail;47;[0.0034824, 0.0015829, 0.0016848, 0.0015927, 0.0019443];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0016848
t11730s27_noise;NOIS;WeakFail;67;[0.0015892, 0.0023726, 0.0014593, 0.0014551, 0.0014507];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0014593
t11730s28_noise;NOIS;WeakPass;53;[0.0115815, 0.0137207, 0.0100547, 0.0118926, 0.0010416];['SAME', 'SAME', 'SAME', 'SAME', 'NO_LOC'];0.0115815
t11730s29_noise;NOIS;WeakFail;66;[0.0019982, 0.0022938, 0.0021906, 0.002291, 0.0021451];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0021906
t11730s2_noise;NOIS;WeakFail;65;[0.0002643, 0.0002485, 0.0002591, 0.0003392, 0.0003705];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002643
t11730s30_noise;NOIS;WeakFail;52;[0.0016235, 0.0016185, 0.0016777, 0.0015994, 0.0016381];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0016235
t11730s3_noise;NOIS;WeakFail;66;[0.0002706, 0.0003273, 0.0003067, 0.0002724, 0.0002723];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002724
t11730s4_noise;NOIS;WeakFail;67;[0.0017255, 0.0016826, 0.0016964, 0.0016408, 0.0016721];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0016826
t11730s5_noise;NOIS;WeakFail;73;[0.0011971, 0.0012197, 0.0011929, 0.0012465, 0.0011888];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0011971
t11730s6_noise;NOIS;WeakFail;72;[0.0002581, 0.0002522, 0.0002605, 0.0002602, 0.0002619];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002602
t11730s7_noise;NOIS;WeakPass;65;[0.0150957, 0.1068535, 0.028542, 0.0317459, 0.0042945];['NO_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC'];0.028542
t11730s8_noise;NOIS;WeakFail;69;[0.0002641, 0.0002677, 0.0002654, 0.0002619, 0.0002932];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002654
t11730s9_noise;NOIS;WeakFail;46;[0.0002374, 0.0004843, 0.0003119, 0.0002566, 0.0003055];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003055
t11787s10_noise;NOIS;WeakFail;50;[0.0003235, 0.0002537, 0.0002985, 0.0002815, 0.0002706];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002815
t11787s11_noise;NOIS;WeakPass;51;[0.0050773, 0.0037244, 0.0028796, 0.0034332, 0.0021818];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0034332
t11787s12_noise;NOIS;WeakFail;37;[0.0008956, 0.0009224, 0.0008829, 0.0009336, 0.0009219];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0009219
t11787s13_noise;NOIS;WeakFail;43;[0.0008101, 0.0008429, 0.0010448, 0.0008494, 0.0007578];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008429
t11787s14_noise;NOIS;WeakFail;41;[0.000218, 0.0002306, 0.0002503, 0.0002339, 0.0002966];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002339
t11787s15_noise;NOIS;WeakFail;38;[0.0003416, 0.0004296, 0.000351, 0.0002963, 0.0002809];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003416
t11787s16_noise;NOIS;WeakFail;42;[0.0008853, 0.0008473, 0.0008507, 0.0008495, 0.0009065];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008507
t11787s17_noise;NOIS;WeakFail;45;[0.0009026, 0.0008785, 0.0008801, 0.0009102, 0.0009495];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0009026
t11787s18_noise;NOIS;WeakFail;35;[0.0004778, 0.00032, 0.0002419, 0.0002752, 0.00028];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.00028
t11787s19_noise;NOIS;WeakFail;39;[0.0008234, 0.00099, 0.0007959, 0.000938, 0.000905];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.000905
t11787s1_noise;NOIS;WeakFail;45;[0.0002982, 0.0002882, 0.000269, 0.0002828, 0.0003793];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002882
t11787s20_noise;NOIS;WeakFail;42;[0.0009906, 0.0012605, 0.0009727, 0.0010059, 0.0009554];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0009906
t11787s21_noise;NOIS;WeakFail;37;[0.0022294, 0.0020862, 0.0019639, 0.0022077, 0.0020203];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0020862
t11787s22_noise;NOIS;WeakFail;47;[0.0023985, 0.0022253, 0.0019808, 0.0020483, 0.0021321];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0021321
t11787s23_noise;NOIS;WeakFail;50;[0.0023481, 0.0022478, 0.0023311, 0.0023967, 0.0023934];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0023481
t11787s24_noise;NOIS;WeakFail;35;[0.0008258, 0.0008011, 0.0008609, 0.0008251, 0.0008314];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008258
t11787s25_noise;NOIS;WeakFail;45;[0.0024735, 0.0021049, 0.002304, 0.0024285, 0.0021787];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.002304
t11787s26_noise;NOIS;WeakFail;43;[0.0002759, 0.0005043, 0.000385, 0.0002711, 0.0002543];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002759
t11787s27_noise;NOIS;WeakFail;51;[0.0011873, 0.0011141, 0.001021, 0.0011097, 0.0011047];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0011097
t11787s28_noise;NOIS;WeakFail;49;[0.0010931, 0.0010809, 0.0012461, 0.0012409, 0.001059];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0010931
t11787s29_noise;NOIS;WeakPass;39;[0.0082064, 0.0023437, 0.0229566, 0.0049215, 0.0257345];['NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'SAME'];0.0082064
t11787s2_noise;NOIS;WeakFail;49;[0.0009942, 0.0009847, 0.0010273, 0.0009719, 0.0010032];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0009942
t11787s30_noise;NOIS;WeakPass;32;[0.0048951, 0.0085134, 0.0016382, 0.0140507, 0.0036555];['NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC'];0.0048951
t11787s3_noise;NOIS;WeakFail;40;[0.0022137, 0.0026999, 0.0021389, 0.0022903, 0.0026797];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0022903
t11787s4_noise;NOIS;WeakFail;48;[0.000342, 0.0002585, 0.0002422, 0.000265, 0.0003433];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.000265
t11787s5_noise;NOIS;WeakFail;37;[0.0003561, 0.0002857, 0.0003185, 0.0003755, 0.000336];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.000336
t11787s6_noise;NOIS;WeakFail;32;[0.0017543, 0.0013922, 0.0023036, 0.0014111, 0.0019193];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0017543
t11787s7_noise;NOIS;WeakFail;37;[0.0009436, 0.0009852, 0.0008689, 0.0008437, 0.0008434];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008689
t11787s8_noise;NOIS;WeakFail;51;[0.0003605, 0.0003697, 0.0002966, 0.0005206, 0.0003072];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003605
t11787s9_noise;NOIS;WeakFail;52;[0.002384, 0.002082, 0.0025172, 0.0022152, 0.0021986];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0022152
t11847s10_noise;NOIS;WeakFail;45;[0.0018455, 0.0018441, 0.0018778, 0.0018217, 0.0018516];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0018455
t11847s11_noise;NOIS;WeakFail;43;[0.0008704, 0.000802, 0.0008473, 0.000814, 0.0008418];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008418
t11847s12_noise;NOIS;WeakFail;46;[0.0026344, 0.0024793, 0.0025458, 0.0024471, 0.0027856];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0025458
t11847s13_noise;NOIS;WeakFail;34;[0.0007675, 0.000851, 0.0007977, 0.0007593, 0.0008099];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0007977
t11847s14_noise;NOIS;WeakPass;47;[0.015061, 0.0129332, 0.0241382, 0.0038521, 0.0262528];['WT_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'SAME'];0.015061
t11847s15_noise;NOIS;WeakFail;40;[0.0003742, 0.0003055, 0.0002893, 0.0002871, 0.0003616];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003055
t11847s16_noise;NOIS;WeakFail;40;[0.0008412, 0.0014911, 0.0015259, 0.0016972, 0.0008003];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0014911
t11847s17_noise;NOIS;WeakFail;35;[0.0013977, 0.000707, 0.0006687, 0.0009715, 0.0006636];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.000707
t11847s18_noise;NOIS;WeakFail;39;[0.0008328, 0.0007878, 0.0008212, 0.0008382, 0.0007461];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008212
t11847s19_noise;NOIS;WeakFail;35;[0.0019419, 0.0014813, 0.0016759, 0.0015039, 0.0013706];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0015039
t11847s1_noise;NOIS;WeakFail;35;[0.0013026, 0.0013383, 0.0013371, 0.001243, 0.001221];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0013026
t11847s20_noise;NOIS;WeakFail;42;[0.0004711, 0.0003989, 0.0005393, 0.0004601, 0.0003882];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0004601
t11847s21_noise;NOIS;WeakFail;42;[0.0007767, 0.0007437, 0.0007485, 0.0008127, 0.0008028];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0007767
t11847s22_noise;NOIS;WeakFail;50;[0.0023344, 0.0027815, 0.0023947, 0.0024186, 0.0022977];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0023947
t11847s23_noise;NOIS;WeakFail;36;[0.0007882, 0.0007453, 0.0008548, 0.0007961, 0.0008356];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0007961
t11847s24_noise;NOIS;WeakFail;49;[0.0017777, 0.0008736, 0.0008851, 0.000933, 0.0008724];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008851
t11847s25_noise;NOIS;WeakFail;44;[0.0008796, 0.0011041, 0.0012482, 0.0010241, 0.0008563];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0010241
t11847s26_noise;NOIS;WeakFail;47;[0.0025192, 0.0018866, 0.0025952, 0.0019116, 0.0019392];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0019392
t11847s27_noise;NOIS;WeakFail;41;[0.0007517, 0.0007635, 0.0008069, 0.0008639, 0.0008024];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008024
t11847s28_noise;NOIS;WeakFail;43;[0.0022596, 0.0024273, 0.002319, 0.0023172, 0.0023057];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0023172
t11847s29_noise;NOIS;WeakPass;33;[0.1284393, 0.1271961, 0.1979242, 0.0113666, 0.5753001];['NO_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC'];0.1284393
t11847s2_noise;NOIS;WeakFail;40;[0.0022001, 0.0021454, 0.0021395, 0.0020497, 0.0021239];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0021395
t11847s30_noise;NOIS;WeakFail;47;[0.0009156, 0.0008842, 0.0008204, 0.0008235, 0.0008966];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008842
t11847s3_noise;NOIS;WeakFail;38;[0.0008547, 0.0007444, 0.0008063, 0.0008246, 0.0008532];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008246
t11847s4_noise;NOIS;WeakFail;44;[0.0003469, 0.0003904, 0.0004303, 0.0003415, 0.0003827];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003827
t11847s5_noise;NOIS;WeakFail;36;[0.0007654, 0.0008917, 0.0007785, 0.001645, 0.0008061];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008061
t11847s6_noise;NOIS;WeakFail;40;[0.00038, 0.0004977, 0.0004389, 0.0003939, 0.0004217];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0004217
t11847s7_noise;NOIS;WeakFail;41;[0.0008985, 0.0008978, 0.0008486, 0.0007973, 0.0008039];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008486
t11847s8_noise;NOIS;WeakFail;40;[0.000355, 0.0004083, 0.0003834, 0.0003558, 0.0003537];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003558
t11847s9_noise;NOIS;WeakFail;48;[0.0004609, 0.0003714, 0.0004383, 0.0004342, 0.0005988];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0004383
t11905s10_noise;NOIS;WeakPass;46;[0.0889646, 0.0557526, 0.0226559, 0.0666372, 0.0232955];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0557526
t11905s11_noise;NOIS;WeakFail;37;[0.0017929, 0.001839, 0.0031909, 0.0018706, 0.0038691];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0018706
t11905s12_noise;NOIS;WeakFail;43;[0.0004461, 0.0004667, 0.0006941, 0.0004615, 0.0005672];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0004667
t11905s13_noise;NOIS;WeakFail;49;[0.0037358, 0.0026233, 0.0026036, 0.0027893, 0.0025283];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0026233
t11905s14_noise;NOIS;WeakFail;44;[0.0007458, 0.0009792, 0.0008449, 0.0007439, 0.0008345];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008345
t11905s15_noise;NOIS;WeakFail;40;[0.0018265, 0.0020733, 0.0019689, 0.0021494, 0.0021313];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0020733
t11905s16_noise;NOIS;WeakFail;42;[0.0007322, 0.0005687, 0.0003833, 0.000482, 0.000451];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.000482
t11905s17_noise;NOIS;WeakFail;34;[0.0006715, 0.0007341, 0.0006603, 0.000733, 0.0012919];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.000733
t11905s18_noise;NOIS;WeakFail;44;[0.0020764, 0.0020989, 0.0021839, 0.0020322, 0.0020486];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0020764
t11905s19_noise;NOIS;WeakFail;36;[0.0006995, 0.0006797, 0.0006296, 0.0006726, 0.0006638];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0006726
t11905s1_noise;NOIS;WeakFail;50;[0.0005405, 0.0005563, 0.0005281, 0.0005982, 0.0005962];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0005563
t11905s20_noise;NOIS;WeakFail;40;[0.0003365, 0.0003989, 0.0003717, 0.000405, 0.0004055];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003989
t11905s21_noise;NOIS;WeakFail;48;[0.00236, 0.0023279, 0.0024907, 0.0025202, 0.0027568];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0024907
t11905s22_noise;NOIS;WeakFail;49;[0.0004906, 0.0004739, 0.0010646, 0.0005476, 0.0005755];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0005476
t11905s23_noise;NOIS;WeakPass;41;[0.0228585, 0.0156076, 0.0171595, 0.0176684, 0.066304];['WT_LOC', 'WT_LOC', 'SAME', 'WT_LOC', 'WT_LOC'];0.0176684
t11905s24_noise;NOIS;WeakFail;34;[0.0020472, 0.0018654, 0.0017144, 0.0017268, 0.002164];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0018654
t11905s25_noise;NOIS;WeakFail;40;[0.000736, 0.0005953, 0.0006991, 0.0006218, 0.0006609];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0006609
t11905s26_noise;NOIS;WeakFail;31;[0.0004357, 0.0004034, 0.0004518, 0.0003638, 0.0004268];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0004268
t11905s27_noise;NOIS;WeakFail;46;[0.0006187, 0.0005577, 0.0004789, 0.000485, 0.0005306];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0005306
t11905s28_noise;NOIS;WeakFail;37;[0.0006142, 0.0007476, 0.0006246, 0.0006093, 0.0006776];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0006246
t11905s29_noise;NOIS;WeakFail;29;[0.0003617, 0.0003923, 0.0003283, 0.0003766, 0.0003855];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003766
t11905s2_noise;NOIS;WeakFail;39;[0.0004139, 0.0003235, 0.0003288, 0.0003459, 0.0003508];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003459
t11905s30_noise;NOIS;WeakFail;42;[0.0019784, 0.0020472, 0.0018898, 0.0020598, 0.0019048];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0019784
t11905s3_noise;NOIS;WeakPass;48;[0.0048717, 0.0090851, 0.0081722, 0.0028228, 0.0017599];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0048717
t11905s4_noise;NOIS;WeakFail;47;[0.0008111, 0.0007201, 0.0008229, 0.0007252, 0.0007882];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0007882
t11905s5_noise;NOIS;WeakFail;39;[0.0018148, 0.0018516, 0.0021225, 0.0018588, 0.0019263];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0018588
t11905s6_noise;NOIS;WeakFail;47;[0.0023487, 0.0025257, 0.0026562, 0.0030997, 0.0023171];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0025257
t11905s7_noise;NOIS;WeakFail;53;[0.0029361, 0.0026887, 0.0028259, 0.002621, 0.0034578];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0028259
t11905s8_noise;NOIS;WeakFail;49;[0.0008063, 0.0007773, 0.000816, 0.000807, 0.0007387];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0008063
t11905s9_noise;NOIS;WeakFail;45;[0.000733, 0.0006892, 0.000776, 0.0008015, 0.0006944];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.000733
t11961s10_noise;NOIS;WeakFail;44;[0.0022549, 0.0021944, 0.0023345, 0.0023763, 0.0026078];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0023345
t11961s11_noise;NOIS;WeakFail;46;[0.0003261, 0.0002884, 0.0003053, 0.000276, 0.0002709];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0002884
t11961s12_noise;NOIS;WeakPass;50;[0.728158, 1.2372843, 0.2928898, 9.0361244, 0.1313773];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.728158
t11961s13_noise;NOIS;WeakFail;51;[0.001511, 0.0011772, 0.0022047, 0.0012075, 0.0011599];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0012075
t11961s14_noise;NOIS;WeakFail;43;[0.0018304, 0.0019903, 0.0019599, 0.0017349, 0.0039119];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0019599
t11961s15_noise;NOIS;WeakFail;53;[0.0013111, 0.0027178, 0.00122, 0.0011338, 0.0013183];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0013111
t11961s16_noise;NOIS;WeakFail;53;[0.0018177, 0.0011358, 0.001264, 0.0013809, 0.0013839];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0013809
t11961s17_noise;NOIS;WeakFail;49;[0.0051169, 0.0029064, 0.0028559, 0.0026284, 0.0028062];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0028559
t11961s18_noise;NOIS;WeakPass;40;[0.2122739, 0.3409996, 0.0919084, 0.0088421, 0.0435848];['NO_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC'];0.0919084
t11961s19_noise;NOIS;WeakFail;49;[0.0003885, 0.0006849, 0.0005263, 0.0003862, 0.0004001];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0004001
t11961s1_noise;NOIS;WeakFail;46;[0.0009845, 0.0014828, 0.0022447, 0.0009899, 0.0010969];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0010969
t11961s20_noise;NOIS;WeakFail;48;[0.0025943, 0.0050045, 0.0027135, 0.0025149, 0.0026293];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0026293
t11961s21_noise;NOIS;WeakFail;45;[0.0010516, 0.0009905, 0.0013638, 0.0010022, 0.0010453];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0010453
t11961s22_noise;NOIS;WeakFail;42;[0.0003371, 0.0002575, 0.0004981, 0.0003311, 0.0003337];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0003337
t11961s23_noise;NOIS;WeakFail;40;[0.0021553, 0.0020442, 0.0021454, 0.0021072, 0.0020184];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0021072
t11961s24_noise;NOIS;WeakFail;43;[0.002391, 0.0019753, 0.0021374, 0.0022993, 0.0019857];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0021374
t11961s25_noise;NOIS;WeakPass;41;[0.0060126, 0.0115764, 0.0043738, 0.01984, 0.0040648];['NO_LOC', 'SAME', 'NO_LOC', 'SAME', 'NO_LOC'];0.0060126
t11961s26_noise;NOIS;WeakFail;50;[0.0028035, 0.0026437, 0.0046421, 0.0026676, 0.0066726];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0028035
